10.37836719,-10.41666667
12.49609141,-10.41666667
15.61523006,-14.58333333
21.01748011,-20.83333333
28.28869435,-27.08333333
38.07546021,-33.33333333
55.19954321,-43.75
80.02502278,-52.08333333
111.7859178,-60.41666667
150.4594101,-64.58333333
226.380341,-68.75
340.6105256,-68.75
475.7944314,-66.66666667
572.8811284,-58.33333333
640.4004271,-39.58333333
689.7785379,-18.75
689.7785379,-8.333333333
715.8774949,8.333333333
742.9639508,31.25
800.2502278,50
830.5290711,60.41666667
928.4145445,70.83333333
1077.105056,77.08333333
1396.887047,81.25
1811.609194,83.33333333
2438.354098,85.41666667
3162.27766,85.41666667
4101.127071,85.41666667
5728.811284,85.41666667
8002.502278,85.41666667
10000,83.33333333
12968.90252,83.33333333
21017.48011,79.16666667
30469.89571,75
44173.44703,70.83333333
51248.05877,68.75
68977.85379,64.58333333
107710.5056,54.16666667
156152.3006,43.75
202512.3964,35.41666667
262636.3528,29.16666667
380754.6021,22.91666667
551995.4321,16.66666667
800250.2278,10.41666667
1000000,8.333333333
